Open,High,Low,Close,Volume
8647.450195,8687.200195,8611.400391,8622.900391,169400
8635.200195,8635.450195,8529.599609,8544.849609,163000
8599.950195,8601.400391,8518.150391,8551.099609,164700
8600.200195,8689.400391,8590.150391,8683.150391,157900
8712.849609,8723.5,8697.599609,8711.349609,172600
8727.799805,8728.349609,8638.200195,8678.25,200100
8686.700195,8690.099609,8564.599609,8575.299805,173600
8572.799805,8601.150391,8540.049805,8592.150391,189200
8670.25,8682.349609,8600.450195,8642.549805,224800
8639.799805,8667.099609,8603.599609,8624.049805,174100
8648.849609,8690.700195,8645.049805,8673.25,164300
8694.299805,8696.599609,8647.099609,8666.900391,191900
8667,8684.849609,8614,8629.150391,152300
8628.349609,8642.150391,8580,8632.599609,187500
8648.5,8661.049805,8620.900391,8650.299805,149600
8668.849609,8683.049805,8583.650391,8592.200195,213100
8614.349609,8622.950195,8547.549805,8572.549805,147500
8583.75,8622,8543.75,8607.450195,129700
8646.75,8750.599609,8642.25,8744.349609,150200
8754.049805,8819.200195,8754.049805,8786.200195,362200
8793.599609,8813.25,8759.950195,8774.650391,238900
8796.349609,8824.099609,8768.200195,8809.650391,191500
8852.700195,8950.849609,8848.450195,8943,195600
8968.700195,8968.700195,8913.349609,8917.950195,290100
8915.5,8960.349609,8896,8952.5,217200
8934.299805,8939.150391,8858.700195,8866.700195,175900
8732.950195,8746.950195,8699.400391,8715.599609,184500
8710.650391,8739.849609,8688.900391,8726.599609,184300
8743.849609,8751.950195,8704.349609,8742.549805,145400
8780.849609,8847.650391,8750.5,8779.849609,265800
8788.450195,8824.299805,8774.200195,8808.400391,131700
8816.099609,8816.450195,8759.299805,8775.900391,136500
8790.299805,8826.849609,8757.299805,8777.150391,148800
8873.349609,8893.349609,8837.799805,8867.450195,172800
8880.75,8885.200195,8820.299805,8831.549805,185900
8807.900391,8809.549805,8715.099609,8723.049805,164000
8748.900391,8768.5,8690.5,8706.400391,151400
8711.200195,8767.049805,8703.150391,8745.150391,165500
8792.700195,8800.650391,8558.25,8591.25,372900
8581.5,8637.150391,8555.200195,8611.150391,181700
8666.150391,8745.200195,8635,8738.099609,137300
8770,8783.650391,8736.099609,8769.150391,184300
8806.349609,8806.950195,8731.400391,8743.950195,157200
8768.700195,8781.150391,8684.650391,8709.549805,163600
8721.700195,8723.700195,8663.799805,8697.599609,150400
8735.349609,8745.799805,8703.950195,8708.799805,108400
8671.5,8681.549805,8541.349609,8573.349609,212300
8594,8604.450195,8549.799805,8583.400391,162800
8612.950195,8615.400391,8506.150391,8520.400391,197400
8556.049805,8685.099609,8555.900391,8677.900391,216600
8697.5,8698.75,8636.700195,8659.099609,172100
8693.349609,8727,8678.299805,8699.400391,161000
8708.599609,8709.099609,8652.049805,8693.049805,157300
8709.849609,8736.950195,8684.150391,8708.950195,157100
8721.700195,8722.650391,8663.450195,8691.299805,189800
8657.299805,8657.299805,8596.599609,8615.25,219300
8607.099609,8624.849609,8550.25,8615.25,242800
8625,8653.75,8581.75,8638,175500
8653.150391,8669.599609,8614.5,8626.25,165000
8542.799805,8549.5,8504.849609,8514,155300
8499.849609,8537.650391,8476.150391,8484.950195,170500
8503.599609,8504,8400.25,8433.75,224800
8535.75,8535.849609,8481.450195,8497.049805,172800
8540,8559.400391,8480.099609,8543.549805,195700
8067.5,8476.200195,8002.25,8432,314300
8555.599609,8598.450195,8510.700195,8525.75,263100
8456.650391,8460.599609,8284.950195,8296.299805,266900
8284.849609,8288.549805,8093.200195,8108.450195,359200
8205.650391,8210.049805,8089.399902,8111.600098,269500
8105.100098,8151.25,8060.299805,8079.950195,191300
8097.549805,8128.950195,8048.299805,8074.100098,161200
8102.100098,8102.450195,7916.399902,7929.100098,218800
7989.149902,8019.049805,7938.149902,8002.299805,210200
8051.200195,8055.200195,7973.100098,8033.299805,181000
8011.799805,8024.850098,7952.549805,7965.5,260500
8007.950195,8122.25,7976.75,8114.299805,177900
8080.649902,8146.5,8066.5,8126.899902,189700
8131.549805,8197.349609,8128.700195,8142.149902,189700
8172.149902,8234.25,8139.25,8224.5,248000
8244,8250.799805,8185.049805,8192.900391,157700
8153.549805,8159.299805,8070.049805,8086.799805,171500
8088.75,8141.899902,8056.850098,8128.75,126500
8153.149902,8178.700195,8130.850098,8143.149902,115300
8168.399902,8190.450195,8077.5,8102.049805,169800
8152.100098,8256.25,8151.75,8246.849609,142500
8271.700195,8274.950195,8241.950195,8261.75,149700
8230.650391,8230.650391,8154.450195,8170.799805,108100
8196.150391,8228.849609,8155.799805,8221.799805,184000
8229.349609,8229.400391,8165.100098,8182.450195,144600
8128.399902,8225.900391,8121.950195,8153.600098,181800
8178.200195,8178.700195,8127.450195,8139.450195,203000
8126,8132.5,8094.850098,8104.350098,107400
8110.600098,8124.100098,8062.75,8082.399902,128000
8105.850098,8112.549805,8053.25,8061.299805,123700
8043.850098,8046.450195,7964.950195,7979.100098,122600
7972.5,8022.600098,7942.049805,7985.75,124100
7965.100098,7970.049805,7893.799805,7908.25,106900
7915.049805,8044.649902,7903.700195,8032.850098,118800
8047.549805,8100.549805,8028.399902,8034.850098,126700
8030.600098,8111.100098,8020.799805,8103.600098,178500
8119.649902,8197,8114.75,8185.799805,127600
8210.099609,8212,8133.799805,8179.5,118300
8196.049805,8219.099609,8148.600098,8192.25,127300
8202.650391,8218.5,8180.899902,8190.5,132400
8226.650391,8282.650391,8223.700195,8273.799805,159100
8281.849609,8306.849609,8233.25,8243.799805,139400
8259.349609,8263,8227.75,8236.049805,99100
8262.700195,8293.799805,8261,8288.599609,142900
8327.799805,8389,8322.25,8380.650391,186500
8391.049805,8417.200195,8382.299805,8407.200195,172600
8457.650391,8461.049805,8373.150391,8400.349609,185300
8390.950195,8426.700195,8374.400391,8412.799805,124100
8415.049805,8440.900391,8378.299805,8398,122000
8403.849609,8460.299805,8397.400391,8417,163800
8418.400391,8445.150391,8404.049805,8435.099609,165900
8404.349609,8423.650391,8340.950195,8349.349609,202600
8329.599609,8404.150391,8327.200195,8391.5,195000
8407.049805,8480.950195,8398.150391,8475.799805,179200
8499.450195,8612.599609,8493.950195,8602.75,292500
8610.5,8672.700195,8606.900391,8641.25,275400
8635.549805,8662.599609,8617.75,8632.75,304700
8629.450195,8631.75,8552.400391,8561.299805,521000
8570.349609,8722.400391,8537.5,8716.400391,327700
8724.75,8757.599609,8685.799805,8734.25,283500
8735.150391,8748.25,8707.75,8740.950195,191000
8785.450195,8814.099609,8770.200195,8801.049805,194400
8805.700195,8809.299805,8741.049805,8768.299805,226300
8774.549805,8791.25,8715,8769.049805,218700
8795.549805,8821.400391,8724.099609,8778.400391,187500
8812.349609,8822.099609,8771.200195,8793.549805,225900
8819.799805,8826.900391,8754.200195,8805.049805,204900
8819.900391,8820.450195,8772.5,8792.299805,188300
8778.950195,8807.900391,8712.849609,8724.700195,216100
8739,8783.950195,8719.599609,8778,184600
8883.700195,8896.450195,8804.25,8821.700195,298300
8818.549805,8886.25,8809.799805,8879.200195,167800
8890.75,8920.799805,8860.950195,8907.849609,175700
8931.599609,8960.75,8905.25,8926.900391,247100
8956.400391,8982.150391,8927.549805,8939.5,377200
8943.700195,8951.799805,8888.650391,8896.700195,189900
8898.950195,8914.75,8867.599609,8879.599609,293600
8904.400391,8960.799805,8898.599609,8945.799805,205900
8982.849609,8992.5,8879.799805,8899.75,218800
8883.5,8907.099609,8860.099609,8897.549805,202600
8915.099609,8967.799805,8914,8963.450195,174800
8977.75,8977.849609,8932.799805,8946.900391,173400
8950.700195,8957.049805,8891.950195,8924.299805,177800
8914.5,8945.799805,8899.5,8927,171500
8953.700195,8975.700195,8903.950195,8934.549805,152700
9091.650391,9122.75,9060.5,9087,270300
9086.849609,9106.549805,9075.5,9084.799805,240600
